四川省公共资源交易信息
编号,标题,链接,发布时间,抓取时间
116,环天·青水澜湾项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201222/9935a8d3-11ce-4e93-9c39-b570ff00d1de.html,2020-12-22 16:08:16,2020/12/25 11:40:16
117,绵阳市游仙区绵盐路山体滑坡治理项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201222/94352f8c-ba63-4b87-b21e-186943c6f474.html,2020-12-22 16:35:27,2020/12/25 11:40:16
118,甜城灯光秀文旅项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201222/8af3fea8-e8e9-4e0a-9e2b-43f0a3e6a0d2.html,2020-12-22 16:58:53,2020/12/25 11:40:16
119,金阳县天地坝镇中心校扩建工程建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201222/18256627-1585-440e-b5c0-e5294dbc3000.html,2020-12-22 16:59:24,2020/12/25 11:40:16
120,都江堰市国家农业综合开发田园综合体高标准农田提升及农村人居环境整治项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201223/041c8890-71f8-4a50-9a5d-893d34402f63.html,2020-12-23 14:06:36,2020/12/25 11:40:16
121,资中县农村生活污水（含二级场镇）治理项目-发轮镇农村生活污水治理项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201223/01779271-0f22-45f1-9d14-9bd29c6af2e2.html,2020-12-23 16:04:31,2020/12/25 11:40:16
122,甘眉工业园区修文镇安置区二期项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201223/513f2e21-9676-44e3-b036-efc286305c1e.html,2020-12-23 16:26:10,2020/12/25 11:40:17
123,方洞雨坛中学扩建工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201224/14b35e71-9e1a-4217-bad0-1b96a2657cfa.html,2020-12-24 09:39:45,2020/12/25 11:40:17
124,和美社区和文化文创特色街区建设工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201224/786dbdbd-0333-46e8-9b85-8cfb0b2daf7c.html,2020-12-24 11:27:16,2020/12/25 11:40:17
125,四川农业大学现代农业科技创新研究中心项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201224/10ee36ea-3101-44cf-8698-ec9f2f39edb5.html,2020-12-24 15:14:26,2020/12/25 11:40:17
126,丹棱县幸福谷人文旅游度假区项目(二期)比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201224/1d5a6291-0232-436f-9c24-6d8cb8ff3a4f.html,2020-12-24 16:27:25,2020/12/25 11:40:17
127,大英县河边镇“小城镇建设”基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201224/084fd05a-f9cc-46b4-b19b-b3be9bf4c78b.html,2020-12-24 16:27:27,2020/12/25 11:40:18
