四川省公共资源交易信息
编号,标题,链接,发布时间,抓取时间
b55843fc-f5e9-43f3-937d-5808243f6f30_001,青白江QBJP2019-6（252）地块新建商品住宅、绿化工程及附属设施项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201127/b55843fc-f5e9-43f3-937d-5808243f6f30.html,2020-11-27 11:05:46,2020/12/17 15:10:09
b622e713-38a7-4be0-8549-bd6039329644_001,剑阁县县城污水处理厂提标升级改造及配套管网项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/b622e713-38a7-4be0-8549-bd6039329644.html,2020-12-10 15:48:17,2020/12/17 15:10:04
b71939af-f684-430a-8d95-13dae8abf535_001,营门口社区卫生服务中心改造工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201126/b71939af-f684-430a-8d95-13dae8abf535.html,2020-11-26 14:10:27,2020/12/17 15:10:10
b7d13b4c-7073-494e-8917-bd74b2e89b9b_001,中国成都SOS儿童村配套用房建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201202/b7d13b4c-7073-494e-8917-bd74b2e89b9b.html,2020-12-02 11:05:25,2020/12/17 15:10:07
b7f659c5-312a-4683-98c1-b750368743d1_001,平昌县城区供水设施升级改造工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201201/b7f659c5-312a-4683-98c1-b750368743d1.html,2020-12-01 14:11:25,2020/12/17 15:10:08
b892c4e0-e82e-4996-9fd7-c8ab602bffe2_001,圣水北街市政道路建设工程（第二次）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/b892c4e0-e82e-4996-9fd7-c8ab602bffe2.html,2020-12-10 09:33:32,2020/12/17 15:10:05
ba17599f-6d1d-402d-96b5-302a7ec5a60c_001,赠科乡扎马村村组道路及排污管道建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201126/ba17599f-6d1d-402d-96b5-302a7ec5a60c.html,2020-11-26 14:20:19,2020/12/17 15:10:09
bbc90f2a-0a2a-4349-bda2-5844d9bd18f7_001,前锋智慧停车场及配套设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201207/bbc90f2a-0a2a-4349-bda2-5844d9bd18f7.html,2020-12-07 11:14:22,2020/12/17 15:10:06
bc4d1da7-c06f-48d2-93ca-100ff07b5172_001,美姑县牛牛坝乡西荣社区活动阵地和民俗活动场所比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201118/bc4d1da7-c06f-48d2-93ca-100ff07b5172.html,2020-11-18 16:23:06,2020/12/17 15:10:13
be710f53-0377-4b02-9d64-76d08bc20c92_001,攀枝花市应急物资储备库及智能化体系建设比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201126/be710f53-0377-4b02-9d64-76d08bc20c92.html,2020-11-26 15:16:37,2020/12/17 15:10:09
c015c2a1-6a28-4c6e-92c2-b8563b427e20_001,玉章故居配套基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201203/c015c2a1-6a28-4c6e-92c2-b8563b427e20.html,2020-12-03 09:40:20,2020/12/17 15:10:07
c0358ab2-aaa9-4f7a-8644-9176a5a58e04_001,珙县僰人悬棺葬（墓）保护基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201211/c0358ab2-aaa9-4f7a-8644-9176a5a58e04.html,2020-12-11 15:01:22,2020/12/17 15:10:04
c0fc0da6-960c-4445-a970-6a1132a58ccb_001,大英县2021年老旧小区配套基础设施改造项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201125/c0fc0da6-960c-4445-a970-6a1132a58ccb.html,2020-11-25 16:20:04,2020/12/17 15:10:10
c1597601-8da0-4ef3-b6b0-9d03c78cf062_001,河东新区科教园基础设施灾后治理和修复项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201202/c1597601-8da0-4ef3-b6b0-9d03c78cf062.html,2020-12-02 16:40:54,2020/12/17 15:10:07
c24813ed-db6e-4270-a632-660d9e7856b0_001,德阳高新技术产业开发区污水处理设施及配套管网项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201208/c24813ed-db6e-4270-a632-660d9e7856b0.html,2020-12-08 16:58:47,2020/12/17 15:10:05
c32ea1c8-9a55-45eb-a683-70228b1927a1_001,江油市桂香路老旧片区配套设施及道路、管网改造工程和江油市滨江路老旧片区配套设施及道路、管网改造工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201125/c32ea1c8-9a55-45eb-a683-70228b1927a1.html,2020-11-25 14:52:36,2020/12/17 15:10:10
c607c28d-0352-4d24-960b-326f3e381806_001,南江县西门沟老旧小区配套基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/c607c28d-0352-4d24-960b-326f3e381806.html,2020-12-10 16:30:47,2020/12/17 15:10:04
c6c5e022-9bb9-4e39-811a-40b3d5237362_001,翠屏区国家农村产业融合示范园提升建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201211/c6c5e022-9bb9-4e39-811a-40b3d5237362.html,2020-12-11 15:02:23,2020/12/17 15:10:04
c810779c-8bde-47b2-94db-ac2c1173b405_001,绵竹市玉马公共租赁住房基础设施配套项目（二期）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201130/c810779c-8bde-47b2-94db-ac2c1173b405.html,2020-11-30 14:08:20,2020/12/17 15:10:08
cbbae340-6ba7-4a2f-ab82-ddd2a780cc32_001,合江县白鹿镇中心小学校教学楼建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201209/cbbae340-6ba7-4a2f-ab82-ddd2a780cc32.html,2020-12-09 09:10:36,2020/12/17 15:10:05
cc34fcdf-912d-46c0-bdb9-65319adccbc0_001,阿坝州“安心工程”藏区干部定居房试点（茂县点）建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201119/cc34fcdf-912d-46c0-bdb9-65319adccbc0.html,2020-11-19 11:18:25,2020/12/17 15:10:12
d0dcef38-8344-46b8-afe9-128984cd28ea_001,中国（绵阳）科技城循环经济产业园排洪渠迁改项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201126/d0dcef38-8344-46b8-afe9-128984cd28ea.html,2020-11-26 14:10:59,2020/12/17 15:10:09
d88f0e34-3dac-48c5-a506-7cad9a08ed09_001,马边彝族自治县殡葬服务体系基础设施建设工程项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201201/d88f0e34-3dac-48c5-a506-7cad9a08ed09.html,2020-12-01 09:30:48,2020/12/17 15:10:08
ddd67049-a343-4178-b99d-dd27352cb7a4_001,峨边彝族自治县“彝俗彝恋”宜居乡村建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201117/ddd67049-a343-4178-b99d-dd27352cb7a4.html,2020-11-17 17:01:16,2020/12/17 15:10:13
df0a2b44-2ac2-43dc-8440-8133c9b06a9a_001,泸县社会福利院新建项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201120/df0a2b44-2ac2-43dc-8440-8133c9b06a9a.html,2020-11-20 09:06:17,2020/12/17 15:10:12
e01bae57-0a1f-4dae-928c-9471a804995c_001,盐源县民族中学教学楼建设工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/e01bae57-0a1f-4dae-928c-9471a804995c.html,2020-12-10 14:06:20,2020/12/17 15:10:04
e02b59b8-8707-498e-9198-406488fe4f57_001,玉章故居配套基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201125/e02b59b8-8707-498e-9198-406488fe4f57.html,2020-11-25 15:25:24,2020/12/17 15:10:10
e2468e06-eda0-42f4-a44b-cac2fc6b0376_001,玉河苑小区AB区项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201119/e2468e06-eda0-42f4-a44b-cac2fc6b0376.html,2020-11-19 09:32:16,2020/12/17 15:10:12
e63f77e9-c2c2-4fea-a6e1-29edba9ac78e_001,宜宾职业技能技术实训中心建设工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201125/e63f77e9-c2c2-4fea-a6e1-29edba9ac78e.html,2020-11-25 10:46:22,2020/12/17 15:10:10
ea720c69-2385-4662-8d5c-c01e36386d0b_001,达州市李渡工业园区基础设施建设项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201117/ea720c69-2385-4662-8d5c-c01e36386d0b.html,2020-11-17 14:18:17,2020/12/17 15:10:13
ec704f35-4a01-4b15-9b34-4dcb0a4421f0_001,四川省巴中市恩阳区文治街道与九镇乡螺蛳石村、彭家梁村城乡建设用地增减挂钩试点项目区配套基础设施项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201214/ec704f35-4a01-4b15-9b34-4dcb0a4421f0.html,2020-12-14 16:22:21,2020/12/17 15:10:03
ece1bd55-9a10-4769-8752-e808b04a4abd_001,环天·青林上城项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201210/ece1bd55-9a10-4769-8752-e808b04a4abd.html,2020-12-10 16:50:44,2020/12/17 15:10:04
f329e5b7-b778-4671-996c-2c04e21d213b_001,彭州市濛阳九年制学校总平及绿化项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201207/f329e5b7-b778-4671-996c-2c04e21d213b.html,2020-12-07 15:51:16,2020/12/17 15:10:06
f33dc2bc-1657-4120-8274-881a43be72f9_001,同创大道东段项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201201/f33dc2bc-1657-4120-8274-881a43be72f9.html,2020-12-01 09:04:28,2020/12/17 15:10:08
f50a611b-0a3d-47f0-a92a-e14d5e0b3d21_001,广安经济技术开发区沙坪路工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201202/f50a611b-0a3d-47f0-a92a-e14d5e0b3d21.html,2020-12-02 11:53:17,2020/12/17 15:10:07
f95d9a1e-b9ed-4ac9-8cd7-5a5e1df263ab_001,江油市2021年老旧小区基础设施改造工程比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201118/f95d9a1e-b9ed-4ac9-8cd7-5a5e1df263ab.html,2020-11-18 17:02:19,2020/12/17 15:10:12
fa888c07-d89f-4a87-9374-3b1e475f4ecc_001,四川省巴中市恩阳区登科街道办事处与义兴镇新庙村、南岩村城乡建设用地增减挂钩试点项目区配套基础设施项目比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201204/fa888c07-d89f-4a87-9374-3b1e475f4ecc.html,2020-12-04 14:31:10,2020/12/17 15:10:07
feeea471-2cdd-4e4b-a8bb-7cfb90ef894e_001,环天·东郡和光（一期）比选公告,http://ggzyjy.sc.gov.cn//jyxx/002008/002008001/20201211/feeea471-2cdd-4e4b-a8bb-7cfb90ef894e.html,2020-12-11 09:09:09,2020/12/17 15:10:04
